true_trial,false_trial,emotion,difficulty,trial,level
63,45,2,17.45919888,3873,26
83,69,5,17.45867164,3874,15
97,109,2,17.45358533,3875,26
46,79,4,17.4525636,3876,10
7,23,2,17.45045869,3877,26
17,104,2,17.44890985,3878,26
9,25,1,17.44432472,3879,13
81,72,4,17.44122649,3880,10
49,63,3,17.43597459,3881,25
34,7,4,17.43352903,3882,10
83,20,5,17.43289479,3883,15
86,73,4,17.43176128,3884,10
26,94,5,17.42651389,3885,15
1,79,2,17.42600047,3886,26
25,54,3,17.42307878,3887,25
33,107,4,17.42225366,3888,10
88,97,4,17.42201027,3889,10
24,102,3,17.41840615,3890,25
55,104,3,17.41791166,3891,25
83,70,5,17.41790139,3892,15
107,32,5,17.41770948,3893,15
69,90,1,17.41409278,3894,13
92,77,2,17.4126096,3895,26
26,66,3,17.40894449,3896,25
97,46,2,17.40651947,3897,26
92,59,2,17.39957426,3898,26
42,23,5,17.39843133,3899,15
107,85,5,17.39570883,3900,15
46,93,5,17.38976247,3901,15
26,13,3,17.3852248,3902,25
54,97,5,17.38166115,3903,15
46,2,5,17.38001951,3904,15
26,12,3,17.37766056,3905,25
46,17,5,17.37659773,3906,15
69,83,2,17.37451803,3907,26
66,60,2,17.37067163,3908,26
91,101,2,17.36971279,3909,26
88,75,4,17.36812254,3910,10
18,49,2,17.36761661,3911,26
17,57,2,17.36734738,3912,26
28,32,5,17.35894696,3913,15
48,11,5,17.35554761,3914,15
93,82,1,17.35517297,3915,13
7,28,1,17.35026065,3916,13
107,4,3,17.34451091,3917,25
33,76,4,17.34404738,3918,10
76,2,3,17.34376959,3919,25
75,96,3,17.34352555,3920,25
101,70,5,17.34306218,3921,15
59,12,3,17.34229784,3922,25
43,32,5,17.33992367,3923,15
9,43,2,17.33912259,3924,26
62,109,2,17.3358193,3925,27
7,47,1,17.33195455,3926,13
59,13,3,17.33178979,3927,25
69,58,2,17.33171853,3928,27
56,34,3,17.33103918,3929,25
26,64,3,17.3280219,3930,25
89,79,4,17.32753954,3931,10
40,27,4,17.32686137,3932,10
5,82,1,17.3266252,3933,13
100,34,2,17.32574305,3934,27
91,74,2,17.32564028,3935,27
104,77,4,17.32370018,3936,10
33,106,4,17.32290032,3937,10
84,56,4,17.32020605,3938,10
57,1,3,17.31806684,3939,25
51,90,3,17.3164092,3940,25
71,6,3,17.31509894,3941,25
91,28,1,17.31461602,3942,13
74,38,3,17.31277169,3943,25
97,31,2,17.31271857,3944,27
48,9,5,17.31182182,3945,15
46,7,5,17.31061595,3946,15
39,6,4,17.31025609,3947,10
43,99,5,17.30757902,3948,15
43,100,3,17.30583404,3949,25
42,75,5,17.30187635,3950,15
38,24,4,17.30003116,3951,10
28,99,5,17.29915819,3952,15
53,91,3,17.29894945,3953,25
18,41,2,17.29737409,3954,27
23,110,3,17.29633402,3955,25
9,46,1,17.29490751,3956,13
43,4,3,17.29369862,3957,25
59,66,3,17.29246069,3958,25
108,1,5,17.29234468,3959,15
4,55,1,17.29078439,3960,13
91,47,1,17.29030091,3961,13
73,67,3,17.28996665,3962,25
7,43,1,17.28878827,3963,13
46,69,5,17.28812517,3964,15
11,98,2,17.28311957,3965,27
40,8,5,17.28005573,3966,15
79,97,3,17.27825014,3967,25
1,87,1,17.27637925,3968,13
48,3,5,17.27497642,3969,16
34,74,4,17.27055856,3970,10
83,6,5,17.26998164,3971,16
9,24,2,17.26611688,3972,27
108,14,5,17.26286686,3973,16
104,17,4,17.26150427,3974,10
104,12,4,17.25904649,3975,10
40,73,4,17.25594894,3976,10
85,23,4,17.25549663,3977,10
105,76,3,17.25376948,3978,25
50,13,5,17.25172132,3979,16
1,77,2,17.25030226,3980,27
65,53,2,17.24856152,3981,27
7,42,1,17.2453908,3982,13
91,43,1,17.24422012,3983,13
50,10,5,17.24396038,3984,16
46,70,5,17.2430795,3985,16
46,20,5,17.23884325,3986,16
91,61,2,17.23715303,3987,27
72,16,3,17.23489135,3988,25
92,50,2,17.23378494,3989,27
7,41,1,17.23039554,3990,13
1,59,2,17.22926299,3991,27
79,39,3,17.22778384,3992,25
83,12,5,17.22565948,3993,16
49,88,3,17.22548338,3994,25
104,3,4,17.22272152,3995,10
57,62,3,17.21894947,3996,25
87,9,4,17.21491743,3997,10
59,64,3,17.21054097,3998,25
91,33,2,17.20478358,3999,27
7,28,2,17.20450696,4000,27
105,42,3,17.20426345,4001,25
7,30,1,17.20243421,4002,13
65,22,2,17.20193032,4003,27
91,42,1,17.19915402,4004,13
110,8,5,17.19766771,4005,16
2,72,2,17.19167272,4006,27
106,86,5,17.18961098,4007,16
7,44,1,17.18514449,4008,13
10,76,1,17.18453378,4009,13
86,6,4,17.17876444,4010,10
99,22,4,17.1769535,4011,10
1,50,2,17.17528094,4012,27
26,64,5,17.17475792,4013,16
91,41,1,17.17189258,4014,13
65,79,2,17.17156833,4015,27
45,100,5,17.17054186,4016,16
48,5,5,17.16696107,4017,16
107,61,5,17.16672794,4018,16
9,27,2,17.16332033,4019,27
107,1,3,17.15988817,4020,25
8,23,4,17.15870739,4021,10
95,73,2,17.15870413,4022,27
97,76,2,17.15812827,4023,27
9,47,2,17.15787521,4024,27
107,62,3,17.15460487,4025,25
91,30,1,17.15331354,4026,13
3,101,1,17.15222366,4027,13
75,7,3,17.14895036,4028,25
88,72,4,17.14867813,4029,10
9,51,1,17.14863863,4030,13
53,87,3,17.14721147,4031,25
35,71,4,17.14331977,4032,10
7,23,1,17.14315066,4033,14
74,34,3,17.14236151,4034,25
86,27,4,17.13753643,4035,10
4,58,1,17.13184113,4036,14
91,44,1,17.13034091,4037,14
77,89,3,17.1289251,4038,25
7,21,2,17.12582495,4040,27
48,15,5,17.12567072,4041,16
9,25,2,17.12209081,4042,27
7,49,1,17.12134696,4043,14
43,85,5,17.11282779,4044,16
57,33,3,17.11083623,4045,25
34,12,4,17.11077364,4046,10
63,107,2,17.11005871,4047,27
41,57,5,17.10845676,4048,16
28,85,5,17.10604356,4049,16
69,67,1,17.10246712,4050,14
43,1,3,17.10212948,4051,25
58,6,4,17.10172445,4052,10
93,38,2,17.09833821,4053,27
57,17,3,17.09540101,4054,25
73,37,3,17.09488195,4055,25
34,3,4,17.09453329,4056,10
34,17,4,17.09189352,4057,10
10,102,2,17.09124762,4058,27
4,22,1,17.08938765,4059,14
39,27,4,17.08893564,4060,10
30,8,5,17.08882353,4061,16
34,77,4,17.08734621,4062,10
91,23,1,17.08560659,4063,14
12,75,2,17.08069117,4064,27
85,43,2,17.07803678,4065,27
101,13,5,17.07153207,4066,16
73,82,3,17.06767453,4067,25
4,88,1,17.06674028,4068,14
33,30,4,17.06467604,4069,10
4,73,2,17.06412178,4070,27
43,95,5,17.0631037,4071,16
40,55,4,17.06085655,4072,10
91,49,1,17.06024379,4073,14
83,16,5,17.05946689,4074,16
22,58,3,17.05672027,4075,25
50,4,5,17.05512007,4076,16
62,46,2,17.04706161,4077,27
7,21,1,17.04274734,4078,14
46,6,5,17.0425308,4079,16
81,80,4,17.03906874,4080,10
39,73,4,17.03891688,4081,11
27,97,3,17.03581058,4082,25
87,7,4,17.03384266,4083,11
69,75,1,17.03289542,4084,14
82,71,4,17.02866343,4085,11
83,92,5,17.02759399,4086,16
24,40,3,17.02645027,4087,26
46,6,4,17.02466131,4088,11
10,52,1,17.01939119,4089,14
10,80,2,17.01856866,4090,27
10,81,1,17.01842492,4091,14
10,77,1,17.01799748,4092,14
108,11,5,17.01797074,4093,16
85,24,4,17.01675101,4094,11
22,54,3,17.00634683,4095,26
46,12,5,16.99986796,4096,16
7,39,1,16.99889372,4097,14
104,97,4,16.99875392,4098,11
85,24,2,16.9979395,4099,27
101,10,5,16.99358675,4100,16
17,34,2,16.99321019,4101,27
43,62,3,16.98775355,4102,26
7,49,2,16.98481917,4103,27
56,104,3,16.981386,4104,26
40,97,5,16.9810447,4105,16
51,89,3,16.97979251,4106,26
7,50,1,16.97934588,4107,14
62,76,2,16.97929788,4108,27
2,101,1,16.97769113,4109,14
93,35,2,16.97684089,4110,27
8,24,4,16.97505072,4111,11
26,91,3,16.96971762,4112,26
91,21,1,16.9689725,4113,14
65,77,2,16.96871669,4114,27
10,75,2,16.96858682,4115,27
108,9,5,16.96753958,4116,16
76,32,3,16.96710325,4117,26
10,59,1,16.96618375,4118,14
92,55,2,16.96263867,4119,27
15,82,2,16.96027703,4120,27
104,18,4,16.95892701,4121,11
2,78,2,16.95876223,4122,27
77,63,3,16.95854071,4123,26
9,33,1,16.95767339,4124,14
76,100,3,16.957054,4125,26
35,79,4,16.95427705,4126,11
7,41,2,16.95425636,4127,27
4,22,2,16.95133547,4128,27
71,50,3,16.94966751,4129,26
105,29,3,16.94748365,4130,26
5,90,1,16.94562988,4131,14
91,104,2,16.9437216,4132,28
65,59,2,16.94313776,4133,28
7,45,1,16.94128974,4134,14
43,61,5,16.93988831,4135,16
28,61,5,16.93902386,4136,16
107,33,3,16.93568399,4137,26
50,2,5,16.93107109,4139,16
105,52,3,16.92915737,4140,26
91,39,1,16.92904041,4141,14
100,83,2,16.92639562,4142,28
49,85,3,16.92592923,4143,26
30,97,5,16.92583024,4144,16
62,31,2,16.925805,4145,28
99,71,4,16.92476242,4146,11
83,66,5,16.92454068,4147,16
7,29,1,16.91863934,4148,14
50,17,5,16.91648648,4149,16
71,44,3,16.91557126,4150,26
107,17,3,16.91525528,4151,26
108,3,5,16.9130629,4152,16
110,97,5,16.91157128,4153,16
85,27,2,16.91003463,4154,28
28,95,5,16.90962689,4155,16
87,74,4,16.90708429,4156,11
43,17,3,16.90691236,4157,26
91,50,1,16.90497908,4158,14
25,48,3,16.90420271,4159,26
43,33,3,16.90333322,4160,26
58,27,4,16.90258121,4161,11
85,47,2,16.8965533,4162,28
58,73,4,16.89639346,4163,11
9,105,1,16.8951588,4164,14
48,13,5,16.89469229,4165,16
3,82,1,16.89351342,4166,14
92,56,2,16.89004295,4167,28
48,10,5,16.88967281,4168,16
100,58,2,16.8881474,4169,28
10,60,2,16.88659718,4170,28
52,100,5,16.88591841,4171,16
21,40,3,16.88468563,4172,26
81,56,4,16.88421026,4173,11
59,91,3,16.88089077,4174,26
83,68,5,16.87820107,4175,16
13,78,2,16.87425268,4176,28
23,101,3,16.87192081,4177,26
31,69,4,16.86973131,4178,11
41,89,5,16.86918953,4179,16
50,7,5,16.85959509,4180,16
91,57,2,16.85903745,4181,28
91,45,1,16.85810881,4182,14
46,92,5,16.85670897,4183,16
29,24,5,16.85534198,4184,17
82,22,4,16.85425594,4185,11
49,19,3,16.85395664,4186,26
53,31,3,16.85268537,4187,26
69,85,1,16.84898269,4188,14
85,25,2,16.84809552,4189,28
66,28,1,16.84780995,4190,14
66,82,2,16.84475397,4191,28
39,55,4,16.84110361,4192,11
92,15,1,16.84108592,4193,14
4,56,1,16.83992284,4194,14
93,72,1,16.83980664,4195,14
1,55,2,16.83894309,4196,28
27,39,3,16.83339952,4197,26
91,29,1,16.83192503,4198,14
5,72,1,16.82997246,4199,14
50,93,5,16.82713177,4200,17
3,90,1,16.82640155,4201,14
26,87,3,16.82442192,4202,26
66,47,1,16.82428873,4203,14
46,16,5,16.82187652,4204,17
69,63,1,16.81496228,4205,14
92,108,2,16.81402673,4206,28
50,20,5,16.81118635,4207,17
108,5,5,16.81079827,4208,17
107,22,5,16.80338988,4209,17
46,27,4,16.80232361,4210,11
10,54,1,16.80228943,4211,14
44,19,5,16.7974091,4212,17
43,72,5,16.7956276,4213,17
89,6,4,16.79255385,4214,11
34,97,4,16.78798996,4215,11
73,108,3,16.78757902,4216,26
53,5,3,16.78646036,4217,26
66,43,1,16.77949518,4218,14
51,63,3,16.77312281,4219,26
57,12,3,16.77214173,4220,26
57,66,3,16.7719273,4221,26
45,62,5,16.77025706,4222,17
77,18,3,16.76873383,4223,26
106,87,5,16.76730472,4224,17
95,28,1,16.76602291,4225,14
57,13,3,16.76546156,4226,26
1,56,2,16.76516145,4227,28
18,43,2,16.76039994,4228,28
108,15,5,16.7578044,4229,17
46,73,4,16.75424335,4230,11
20,28,1,16.75278381,4231,14
9,105,2,16.75211563,4232,28
9,44,2,16.75176723,4233,28
66,78,2,16.75023916,4234,28
28,22,5,16.74915344,4235,17
75,46,3,16.74708159,4236,26
14,48,2,16.7461734,4237,28
59,87,3,16.74122651,4238,26
20,47,1,16.74059662,4239,14
88,80,4,16.74043378,4240,11
87,77,4,16.73885076,4241,11
58,55,4,16.73688624,4242,11
66,42,1,16.73652857,4243,14
46,66,5,16.73581412,4244,17
31,91,4,16.73430036,4245,11
50,69,5,16.73385801,4246,17
92,54,2,16.73379628,4247,28
100,75,2,16.73339622,4248,28
39,65,5,16.73308001,4249,17
10,84,1,16.72674947,4250,14
9,106,2,16.72615198,4251,28
13,82,2,16.72155511,4252,28
43,22,5,16.72152556,4253,17
74,104,3,16.72125192,4254,26
2,82,1,16.72046788,4255,15
49,18,3,16.71762378,4256,26
12,72,2,16.71735443,4257,28
66,41,1,16.71192023,4258,15
20,43,1,16.701667,4259,15
107,63,5,16.70091624,4260,17
105,80,3,16.70051637,4261,26
95,47,1,16.70050781,4262,15
23,61,3,16.69905809,4263,26
96,23,4,16.69861723,4264,11
50,70,5,16.69798044,4265,17
46,68,5,16.69526971,4266,17
66,30,1,16.69196536,4267,15
48,4,5,16.69130689,4268,17
77,88,3,16.69086562,4269,26
57,64,3,16.69069105,4270,26
44,32,5,16.68987719,4271,17
72,35,3,16.68658234,4272,26
22,48,3,16.68544369,4273,26
49,38,3,16.68104348,4274,26
69,75,2,16.67876871,4275,28
49,65,5,16.6766296,4276,17
107,66,3,16.67271855,4277,26
18,24,2,16.67143624,4278,28
53,99,3,16.6712667,4279,27
66,44,1,16.66968656,4280,15
87,12,4,16.66792859,4281,11
90,25,4,16.66515975,4282,11
87,17,4,16.66460648,4283,11
10,72,2,16.66095671,4284,28
20,42,1,16.65982608,4285,15
10,109,1,16.65792666,4286,15
20,41,1,16.6536105,4287,15
4,53,2,16.65193553,4288,28
1,108,2,16.64964078,4289,28
28,72,5,16.64904263,4290,17
35,6,4,16.64851782,4291,11
51,65,5,16.64177867,4292,17
17,101,2,16.64091918,4293,28
9,110,1,16.63983011,4294,15
44,99,5,16.63914722,4295,17
72,9,3,16.63906038,4296,27
87,3,4,16.63748074,4297,11
18,27,2,16.63718894,4298,28
101,4,5,16.63702975,4299,17
95,43,1,16.63534344,4300,15
9,106,1,16.63443729,4301,15
2,90,1,16.63046554,4302,15
33,62,4,16.62707437,4303,11
66,23,1,16.62617978,4304,15
68,88,2,16.62459941,4305,28
1,15,1,16.62268991,4306,15
20,30,1,16.62107764,4307,15
1,54,2,16.61717374,4308,28
99,79,4,16.61385776,4309,11
50,6,5,16.6115907,4311,17
20,44,1,16.60968421,4312,15
56,95,3,16.60648704,4313,27
92,32,1,16.60499398,4314,15
66,49,1,16.60328033,4315,15
18,47,2,16.60300015,4316,28
85,105,2,16.60184333,4317,28
88,56,4,16.60178955,4318,11
7,27,1,16.59917693,4319,15
41,35,5,16.59200594,4320,17
89,27,4,16.59021499,4321,11
97,33,2,16.58903264,4322,28
89,73,4,16.58763988,4324,11
107,12,3,16.58579676,4325,27
4,79,2,16.5845053,4326,28
107,64,3,16.58364217,4327,27
9,107,1,16.58046078,4328,15
9,29,2,16.57671858,4329,28
50,12,5,16.57469342,4330,17
95,42,1,16.57426737,4331,15
107,13,3,16.5719819,4332,27
20,23,1,16.57176619,4333,15
34,18,4,16.57081952,4334,11
85,106,2,16.57033478,4335,28
7,26,1,16.56844072,4336,15
17,83,2,16.56773739,4337,28
7,43,2,16.56710345,4338,28
48,2,5,16.56609833,4339,17
101,92,5,16.56304789,4340,17
43,13,3,16.56219601,4341,27
72,108,3,16.55971245,4342,27
51,88,3,16.55774749,4343,27
76,62,3,16.55510608,4344,27
43,66,3,16.55352604,4345,27
46,55,4,16.55259601,4346,11
26,31,3,16.55130119,4348,27
20,49,1,16.55094743,4349,15
9,71,1,16.55008892,4350,15
101,17,5,16.54897241,4351,17
48,17,5,16.54884277,4352,17
107,96,5,16.5432973,4353,17
70,38,2,16.54121874,4354,28
9,51,2,16.53935513,4355,29
59,31,3,16.53806871,4356,27
43,12,3,16.53683536,4357,27
48,93,5,16.5354421,4358,17
106,77,5,16.53407292,4359,17
42,87,5,16.53071628,4360,17
97,103,2,16.52488544,4361,29
84,2,4,16.51807152,4362,11
66,21,1,16.51540965,4363,15
25,97,3,16.51536167,4364,27
18,25,2,16.51529683,4365,29
75,81,3,16.51496892,4366,27
108,13,5,16.51448984,4367,17
53,84,3,16.51258068,4368,27
56,86,3,16.51199665,4369,27
95,30,1,16.50970785,4370,15
101,66,5,16.50758888,4371,17
26,5,3,16.50638114,4372,27
95,53,2,16.50447385,4373,29
108,10,5,16.50430746,4374,17
38,21,4,16.50213359,4375,11
17,58,2,16.50123358,4376,29
53,3,3,16.49850414,4377,27
7,24,2,16.49649262,4378,29
78,105,4,16.49500324,4379,11
91,27,1,16.4936487,4380,15
24,6,3,16.49220612,4381,27
48,7,5,16.4899109,4382,17
20,21,1,16.48556853,4383,15
43,64,3,16.48408504,4384,27
59,5,3,16.48362463,4385,27
80,15,3,16.47559787,4386,27
66,39,1,16.47471301,4387,15
96,24,4,16.47244509,4388,11
4,89,1,16.47237275,4389,15
69,16,1,16.4710112,4390,15
26,100,5,16.4690383,4391,17
80,10,3,16.46180477,4392,27
92,86,1,16.46096205,4393,15
9,71,2,16.45956545,4394,29
95,41,1,16.45382199,4395,15
7,40,1,16.4535522,4396,15
66,50,1,16.45220499,4397,15
95,44,1,16.44879684,4398,15
45,8,5,16.44650419,4399,17
15,38,2,16.44595832,4400,29
5,67,1,16.44417686,4401,15
20,39,1,16.44283984,4402,15
91,26,1,16.44234529,4403,15
85,44,2,16.44156512,4404,29
49,34,3,16.44043825,4405,27
47,15,3,16.43983934,4406,27
48,69,5,16.4390044,4407,17
48,20,5,16.43881022,4408,17
44,85,5,16.43858473,4409,17
80,11,3,16.43348611,4410,27
91,75,2,16.4325819,4411,29
52,62,5,16.43230698,4412,18
35,27,4,16.42964341,4413,11
87,18,4,16.42910933,4414,12
18,105,2,16.42797395,4415,29
72,37,3,16.42792592,4416,27
20,50,1,16.42668078,4417,15
2,82,2,16.42560009,4418,29
70,35,2,16.42505306,4419,29
55,7,3,16.42399894,4420,27
87,97,4,16.42371855,4421,12
3,72,1,16.42199453,4422,15
28,63,5,16.42153793,4423,18
5,23,2,16.42139808,4424,29
77,85,3,16.42129065,4425,27
89,55,4,16.42075669,4426,12
90,20,4,16.42050585,4427,12
7,25,1,16.41963348,4428,15
93,67,1,16.41861827,4430,15
43,63,5,16.41769902,4431,18
47,10,3,16.41640498,4432,27
95,79,2,16.41598603,4433,29
5,75,1,16.40882757,4434,16
66,45,1,16.40836965,4435,16
33,83,4,16.40792287,4436,12
50,16,5,16.4071992,4437,18
4,77,2,16.4051872,4438,29
32,25,4,16.40251197,4439,12
94,28,1,16.40074428,4440,16
48,70,5,16.39783377,4441,18
93,90,1,16.39563038,4442,16
20,45,1,16.39523726,4443,16
101,7,5,16.39145185,4444,18
7,27,2,16.38913895,4445,29
97,74,2,16.38815643,4446,29
10,80,1,16.38669278,4447,16
95,23,1,16.38659546,4448,16
7,47,2,16.38626556,4449,29
18,106,2,16.3853051,4450,29
66,29,1,16.38464972,4451,16
94,47,1,16.38271216,4452,16
5,85,1,16.37981537,4453,16
4,59,2,16.3771924,4454,29
28,96,5,16.37663871,4455,18
5,63,1,16.37450466,4456,16
20,29,1,16.37362842,4458,16
63,73,2,16.37326192,4459,29
12,102,2,16.36992244,4460,29
47,11,3,16.36888862,4461,27
43,96,5,16.36834941,4462,18
104,75,4,16.36648722,4464,12
107,75,5,16.36503087,4465,18
94,38,2,16.36120869,4466,29
85,51,2,16.360269,4467,29
57,91,3,16.3602137,4468,27
7,25,2,16.35773179,4469,29
82,79,4,16.35762855,4470,12
44,95,5,16.35537381,4471,18
65,55,2,16.35325594,4472,29
50,92,5,16.35253744,4473,18
93,75,1,16.35208884,4474,16
26,99,3,16.34922276,4475,27
10,103,1,16.34889368,4476,16
78,22,4,16.34840098,4477,12
76,4,3,16.34466808,4478,27
10,78,2,16.34225504,4479,29
94,43,1,16.34153851,4480,16
100,72,2,16.33845791,4482,29
104,80,4,16.33692179,4483,12
31,5,4,16.33447632,4484,12
101,68,5,16.33345941,4485,18
95,22,2,16.3332729,4486,29
53,65,3,16.33053298,4487,27
31,95,4,16.32833939,4488,12
95,49,1,16.32720535,4489,16
15,35,2,16.32689896,4490,29
69,72,2,16.32345976,4491,29
35,73,4,16.32059338,4492,12
91,40,1,16.31560805,4493,16
42,86,5,16.3124536,4494,18
101,2,5,16.30749043,4495,18
1,32,1,16.3059574,4496,16
105,60,3,16.30365563,4497,27
10,38,1,16.30339493,4498,16
7,46,1,16.30205791,4499,16
94,42,1,16.29992807,4500,16
105,28,3,16.29849907,4501,27
95,59,2,16.29678649,4502,29
91,25,1,16.29606155,4503,16
12,80,2,16.29466008,4504,29
59,99,3,16.29410171,4505,27
97,61,2,16.29293141,4506,29
108,4,5,16.29253557,4507,18
10,34,1,16.28848353,4508,16
51,85,3,16.28765214,4509,27
92,52,2,16.28663872,4510,29
94,41,1,16.28358935,4512,16
9,110,2,16.28201761,4513,29
44,61,5,16.28150048,4514,18
85,71,2,16.2811838,4515,29
3,63,1,16.2797658,4516,16
3,85,1,16.27956187,4517,16
33,37,4,16.27903117,4518,12
85,29,2,16.27510002,4519,29
25,39,3,16.27466197,4520,27
106,55,5,16.27281526,4521,18
54,25,4,16.27264855,4522,12
95,77,2,16.271161,4523,29
21,6,3,16.27005137,4524,27
65,56,2,16.26677883,4525,29
53,109,3,16.2646953,4526,27
4,50,2,16.26379992,4527,29
104,56,4,16.26189485,4528,12
69,102,2,16.25984231,4529,29
94,30,1,16.25895732,4530,16
22,97,3,16.25722848,4531,28
62,103,2,16.25610508,4532,29
65,50,2,16.25458261,4533,29
108,93,5,16.25245469,4534,18
2,72,1,16.25144937,4535,16
84,16,4,16.2497328,4537,12
24,50,3,16.247047,4538,28
107,91,3,16.24518327,4539,28
93,48,2,16.24333915,4540,30
65,108,2,16.24196373,4541,30
94,44,1,16.24194729,4542,16
8,21,4,16.2413547,4544,12
94,35,2,16.23930076,4545,30
32,20,4,16.23884106,4546,12
50,66,5,16.23837882,4547,18
48,6,5,16.23444908,4548,18
11,67,2,16.23199276,4549,30
91,34,2,16.22696097,4550,30
83,91,5,16.22678289,4551,18
90,13,4,16.22461717,4552,12
57,87,3,16.22055487,4553,28
9,42,2,16.21598402,4554,30
55,95,3,16.21311416,4555,28
42,77,5,16.212321,4556,18
69,80,2,16.20924218,4557,30
26,84,3,16.20862045,4558,28
31,100,4,16.20834322,4559,12
50,68,5,16.20705862,4560,18
5,28,2,16.2061727,4561,30
75,16,3,16.20426929,4562,28
106,80,5,16.20316312,4563,18
94,23,1,16.20191088,4564,16
1,52,2,16.1999474,4565,30
59,3,3,16.19944461,4566,28
45,97,5,16.19903563,4567,18
48,12,5,16.19629146,4568,18
51,19,3,16.19406719,4569,28
106,79,5,16.18855632,4570,18
26,3,3,16.187542,4571,28
94,49,1,16.18014237,4572,16
104,72,4,16.17371237,4573,12
9,73,1,16.1707143,4574,16
47,18,5,16.17030677,4575,18
90,14,4,16.16118481,4576,12
83,94,5,16.15768785,4577,18
108,17,5,16.15584293,4578,18
59,84,3,16.15575267,4579,28
23,41,3,16.15422648,4580,28
108,69,5,16.1530713,4581,18
18,51,2,16.15111004,4582,30
108,2,5,16.15097813,4583,18
91,46,1,16.15082529,4584,16
95,21,1,16.14927018,4585,16
76,1,3,16.14918431,4586,28
95,39,1,16.14671404,4587,16
12,60,2,16.1463929,4588,30
5,21,2,16.14280379,4590,30
58,1,5,16.14237025,4591,18
43,91,3,16.13307025,4592,28
55,86,3,16.12985983,4593,28
20,23,2,16.12223778,4594,30
77,19,3,16.12059933,4595,28
62,33,2,16.11808099,4596,30
58,14,5,16.11583305,4597,18
35,55,4,16.11402559,4598,12
22,39,3,16.11018898,4599,28
51,18,3,16.10483458,4600,28
69,19,1,16.10467111,4601,16
108,70,5,16.10449266,4602,18
94,21,1,16.10399574,4603,16
62,74,2,16.10277415,4604,30
54,20,4,16.09946703,4605,12
63,22,2,16.09900713,4606,30
44,72,5,16.0976845,4607,18
107,87,3,16.09613631,4608,28
34,56,4,16.09161345,4609,12
108,7,5,16.08866553,4610,18
2,63,1,16.08851708,4611,16
95,50,1,16.0883147,4612,16
65,54,2,16.0876519,4613,30
2,85,1,16.08693308,4614,16
20,27,1,16.08628757,4615,16
32,13,4,16.08333582,4616,12
44,22,5,16.08095648,4617,18
73,78,3,16.07843453,4618,28
34,80,4,16.07594225,4620,12
69,60,2,16.07587333,4621,30
9,31,1,16.07560686,4622,16
85,110,2,16.07460906,4623,30
18,71,2,16.0734292,4624,30
18,44,2,16.07290223,4625,30
26,62,5,16.06937134,4626,18
7,51,1,16.06810376,4627,16
20,26,1,16.06711355,4628,16
94,39,1,16.06371896,4629,16
3,67,1,16.06215351,4630,17
97,104,2,16.06180782,4631,30
101,6,5,16.06067991,4632,18
50,25,4,16.05976265,4633,12
68,84,2,16.05704478,4634,30
66,27,1,16.0540123,4635,17
94,50,1,16.0443476,4636,17
81,2,4,16.04384623,4637,12
48,92,5,16.0431485,4638,18
52,8,5,16.04311667,4639,18
9,108,1,16.04198524,4640,17
9,83,1,16.04131834,4641,17
108,25,4,16.04104442,4642,12
85,21,4,16.04102577,4643,12
5,16,1,16.03954996,4644,17
3,75,1,16.03788469,4645,17
91,51,1,16.03686676,4646,17
48,16,5,16.02398885,4647,18
55,98,3,16.02282272,4648,28
46,91,5,16.02181923,4649,19
109,47,4,16.02143343,4650,12
68,6,2,16.02097359,4651,30
51,38,3,16.01855049,4652,28
7,105,2,16.01584115,4653,30
84,53,4,16.01240667,4654,12
5,49,2,16.01240626,4655,30
66,26,1,16.00928256,4656,17
92,40,2,16.00711195,4657,30
94,45,1,16.00662547,4658,17
10,37,1,16.00649408,4659,17
108,20,5,16.00566464,4660,19
49,24,5,16.00525571,4661,19
26,65,3,16.00407852,4662,28
3,16,1,16.00236102,4663,17
7,33,1,16.0017263,4664,17
62,61,2,15.99987489,4665,30
43,87,3,15.99965376,4666,28
24,44,3,15.99767248,4667,28
7,44,2,15.99696922,4668,30
5,41,2,15.99624559,4669,30
91,72,2,15.99438294,4670,30
71,30,3,15.99430668,4671,28
49,104,3,15.99397361,4672,28
78,71,4,15.99381376,4673,12
4,55,2,15.99264436,4674,30
7,106,2,15.99152683,4675,30
29,95,5,15.99110278,4676,19
51,24,5,15.99103856,4677,19
97,57,2,15.98940854,4678,30
105,83,3,15.98789555,4679,28
9,30,2,15.98764791,4680,30
101,20,5,15.98595591,4681,19
94,29,1,15.98406365,4682,17
21,50,3,15.98126055,4683,28
92,26,2,15.97753845,4684,30
95,45,1,15.97510096,4685,17
57,31,3,15.97272847,4686,28
32,14,4,15.97268269,4687,12
59,65,3,15.97156574,4688,28
39,24,5,15.9709315,4689,19
46,94,5,15.96977406,4690,19
20,40,1,15.96536248,4691,17
101,12,5,15.9619898,4692,19
1,26,2,15.96158883,4693,30
73,20,3,15.96099993,4694,28
1,40,2,15.95415539,4695,30
26,109,3,15.95320623,4696,28
84,61,4,15.95194456,4697,12
9,24,1,15.94574837,4698,17
42,79,5,15.94485187,4699,19
54,13,4,15.94235621,4700,12
18,29,2,15.94232817,4701,30
68,28,1,15.94158822,4702,17
9,39,2,15.93353855,4703,30
55,96,3,15.93323663,4704,28
91,83,2,15.93317116,4705,30
83,64,5,15.93019753,4706,19
16,23,2,15.92895153,4707,30
63,53,2,15.92721099,4708,30
