row,Track,Category,Level,Album,id,Anger,Fear,Happy,Sad,Tender,Gender,Age,Musicianship,Emotion,Tension,Energy,Valence
4693,73,Pos. Ene.,Moderate,Shine,90,1,1,3,1,1,Female,29,1,Discrete,NA,NA,NA
4694,74,Pos. Ene.,Moderate,Shine,90,1,1,3,1,4,Female,29,1,Discrete,NA,NA,NA
4695,75,Pos. Ene.,Moderate,Batman,90,2,3,7,1,1,Female,29,1,Discrete,NA,NA,NA
4696,76,Pos. Ene.,High,Juha,90,1,1,1,5,3,Female,29,1,Discrete,NA,NA,NA
4697,77,Pos. Ene.,High,Lethal weapon 3,90,1,2,8,1,2,Female,29,1,Discrete,NA,NA,NA
4698,78,Pos. Ene.,High,Crouching Tiger,90,1,2,1,2,4,Female,29,1,Discrete,NA,NA,NA
4699,79,Pos. Ene.,High,Batman,90,1,1,2,1,1,Female,29,1,Discrete,NA,NA,NA
4700,80,Pos. Ene.,High,Oliver Twist,90,1,1,6,1,3,Female,29,1,Discrete,NA,NA,NA
4701,81,Neg. Ene.,High,Juha,90,1,2,1,4,2,Female,29,1,Discrete,NA,NA,NA
4702,82,Neg. Ene.,High,Big Fish,90,1,1,1,2,1,Female,29,1,Discrete,NA,NA,NA
4703,83,Neg. Ene.,High,Big Fish,90,1,1,1,3,1,Female,29,1,Discrete,NA,NA,NA
4704,84,Neg. Ene.,High,Blanc,90,1,2,1,5,2,Female,29,1,Discrete,NA,NA,NA
4705,85,Neg. Ene.,High,Oliver Twist,90,1,1,2,5,2,Female,29,1,Discrete,NA,NA,NA
4706,86,Neg. Ene.,Moderate,Running Scared,90,1,2,1,9,4,Female,29,1,Discrete,NA,NA,NA
4707,87,Neg. Ene.,Moderate,Road To Perdition,90,1,6,1,5,1,Female,29,1,Discrete,NA,NA,NA
4708,88,Neg. Ene.,Moderate,Blanc,90,1,2,1,7,2,Female,29,1,Discrete,NA,NA,NA
4709,89,Neg. Ene.,Moderate,Blanc,90,1,4,1,2,2,Female,29,1,Discrete,NA,NA,NA
4710,90,Neg. Ene.,Moderate,Batman Returns,90,7,6,1,2,1,Female,29,1,Discrete,NA,NA,NA
4711,91,Pos. Ten.,Moderate,The Alien Trilogy,90,1,5,1,4,3,Female,29,1,Discrete,NA,NA,NA
4712,92,Pos. Ten.,Moderate,The Fifth Element,90,6,2,1,2,1,Female,29,1,Discrete,NA,NA,NA
4713,93,Pos. Ten.,Moderate,Babylon 5,90,3,2,1,1,1,Female,29,1,Discrete,NA,NA,NA
4714,94,Pos. Ten.,Moderate,Hellraiser,90,3,6,1,3,1,Female,29,1,Discrete,NA,NA,NA
4715,95,Pos. Ten.,Moderate,Oliver Twist,90,4,4,1,2,1,Female,29,1,Discrete,NA,NA,NA
4716,96,Pos. Ten.,High,The Missing,90,8,5,1,2,1,Female,29,1,Discrete,NA,NA,NA
4717,97,Pos. Ten.,High,Shallow Grave,90,1,9,1,1,1,Female,29,1,Discrete,NA,NA,NA
4718,98,Pos. Ten.,High,Naked Lunch,90,1,3,1,5,2,Female,29,1,Discrete,NA,NA,NA
4719,99,Pos. Ten.,High,Dracula,90,2,3,1,1,1,Female,29,1,Discrete,NA,NA,NA
4720,100,Pos. Ten.,High,Cape Fear,90,1,2,1,2,2,Female,29,1,Discrete,NA,NA,NA
4721,101,Neg. Ten.,High,Juha,90,1,1,2,2,6,Female,29,1,Discrete,NA,NA,NA
4722,102,Neg. Ten.,High,Shakespeare In Love,90,1,1,1,3,2,Female,29,1,Discrete,NA,NA,NA
4723,103,Neg. Ten.,High,The Fifth Element,90,1,1,2,4,4,Female,29,1,Discrete,NA,NA,NA
4724,104,Neg. Ten.,High,Crouching Tiger,90,1,3,1,5,2,Female,29,1,Discrete,NA,NA,NA
4725,105,Neg. Ten.,High,Pride & Prejudice,90,1,1,9,1,1,Female,29,1,Discrete,NA,NA,NA
4726,106,Neg. Ten.,Moderate,Lethal weapon 3,90,1,1,3,1,3,Female,29,1,Discrete,NA,NA,NA
4727,107,Neg. Ten.,Moderate,The Godfarher,90,1,1,3,1,2,Female,29,1,Discrete,NA,NA,NA
4728,108,Neg. Ten.,Moderate,Gladiator,90,1,4,1,5,2,Female,29,1,Discrete,NA,NA,NA
4729,109,Neg. Ten.,Moderate,Pride & Prejudice,90,1,4,1,4,3,Female,29,1,Discrete,NA,NA,NA
4730,110,Neg. Ten.,Moderate,Big Fish,90,1,1,1,3,2,Female,29,1,Discrete,NA,NA,NA
4731,51,Pos. Val.,Moderate,Juha,91,1,1,3,2,1,Female,20,3,Discrete,NA,NA,NA
4732,52,Pos. Val.,Moderate,Blanc,91,1,1,3,2,8,Female,20,3,Discrete,NA,NA,NA
4733,53,Pos. Val.,Moderate,Gladiator,91,1,1,3,2,2,Female,20,3,Discrete,NA,NA,NA
4734,54,Pos. Val.,Moderate,Pride & Prejudice,91,1,1,2,2,2,Female,20,3,Discrete,NA,NA,NA
4735,55,Pos. Val.,Moderate,Dances with Wolves,91,1,1,4,1,1,Female,20,3,Discrete,NA,NA,NA
4736,56,Pos. Val.,High,Man of Galilee CD1,91,1,1,2,2,2,Female,20,3,Discrete,NA,NA,NA
4737,57,Pos. Val.,High,Shakespeare In Love,91,1,1,5,1,1,Female,20,3,Discrete,NA,NA,NA
4738,58,Pos. Val.,High,Vertigo OST,91,1,1,1,6,3,Female,20,3,Discrete,NA,NA,NA
4739,59,Pos. Val.,High,Vertigo OST,91,1,1,2,1,1,Female,20,3,Discrete,NA,NA,NA
4740,60,Pos. Val.,High,Outbreak,91,1,2,1,1,5,Female,20,3,Discrete,NA,NA,NA
4741,61,Neg. Val.,High,Juha,91,1,1,2,1,1,Female,20,3,Discrete,NA,NA,NA
4742,62,Neg. Val.,High,Shakespeare In Love,91,2,4,1,2,2,Female,20,3,Discrete,NA,NA,NA
4743,63,Neg. Val.,High,Batman,91,1,1,1,8,5,Female,20,3,Discrete,NA,NA,NA
4744,64,Neg. Val.,High,The Fifth Element,91,2,8,1,1,1,Female,20,3,Discrete,NA,NA,NA
4745,65,Neg. Val.,High,Big Fish,91,1,6,3,3,1,Female,20,3,Discrete,NA,NA,NA
4746,66,Neg. Val.,Moderate,The English Patient,91,5,1,2,1,1,Female,20,3,Discrete,NA,NA,NA
4747,67,Neg. Val.,Moderate,Lethal weapon 3,91,1,2,2,2,2,Female,20,3,Discrete,NA,NA,NA
4748,68,Neg. Val.,Moderate,Road To Perdition,91,2,8,1,1,1,Female,20,3,Discrete,NA,NA,NA
4749,69,Neg. Val.,Moderate,Hellraiser,91,7,2,1,1,1,Female,20,3,Discrete,NA,NA,NA
4750,70,Neg. Val.,Moderate,Grizzle Man,91,1,4,1,1,1,Female,20,3,Discrete,NA,NA,NA
4751,71,Pos. Ene.,Moderate,The Untouchables,91,1,1,6,1,1,Female,20,3,Discrete,NA,NA,NA
4752,72,Pos. Ene.,Moderate,Man of Galilee CD1,91,1,1,7,1,1,Female,20,3,Discrete,NA,NA,NA
4753,73,Pos. Ene.,Moderate,Shine,91,1,1,8,1,2,Female,20,3,Discrete,NA,NA,NA
4754,74,Pos. Ene.,Moderate,Shine,91,1,2,5,1,1,Female,20,3,Discrete,NA,NA,NA
4755,75,Pos. Ene.,Moderate,Batman,91,1,1,8,1,2,Female,20,3,Discrete,NA,NA,NA
4756,76,Pos. Ene.,High,Juha,91,1,1,6,1,1,Female,20,3,Discrete,NA,NA,NA
4757,77,Pos. Ene.,High,Lethal weapon 3,91,1,1,3,1,1,Female,20,3,Discrete,NA,NA,NA
4758,78,Pos. Ene.,High,Crouching Tiger,91,1,1,1,4,2,Female,20,3,Discrete,NA,NA,NA
4759,79,Pos. Ene.,High,Batman,91,1,1,4,1,1,Female,20,3,Discrete,NA,NA,NA
4760,80,Pos. Ene.,High,Oliver Twist,91,1,1,6,1,2,Female,20,3,Discrete,NA,NA,NA
4761,81,Neg. Ene.,High,Juha,91,1,1,2,4,1,Female,20,3,Discrete,NA,NA,NA
4762,82,Neg. Ene.,High,Big Fish,91,1,1,2,4,2,Female,20,3,Discrete,NA,NA,NA
4763,83,Neg. Ene.,High,Big Fish,91,1,1,1,5,8,Female,20,3,Discrete,NA,NA,NA
4764,84,Neg. Ene.,High,Blanc,91,1,1,1,6,3,Female,20,3,Discrete,NA,NA,NA
4765,85,Neg. Ene.,High,Oliver Twist,91,1,1,2,5,2,Female,20,3,Discrete,NA,NA,NA
4766,86,Neg. Ene.,Moderate,Running Scared,91,1,2,1,4,2,Female,20,3,Discrete,NA,NA,NA
4767,87,Neg. Ene.,Moderate,Road To Perdition,91,1,2,1,4,3,Female,20,3,Discrete,NA,NA,NA
4768,88,Neg. Ene.,Moderate,Blanc,91,1,3,1,3,2,Female,20,3,Discrete,NA,NA,NA
4769,89,Neg. Ene.,Moderate,Blanc,91,1,2,1,6,5,Female,20,3,Discrete,NA,NA,NA
4770,90,Neg. Ene.,Moderate,Batman Returns,91,1,1,1,4,2,Female,20,3,Discrete,NA,NA,NA
4771,91,Pos. Ten.,Moderate,The Alien Trilogy,91,2,3,1,2,1,Female,20,3,Discrete,NA,NA,NA
4772,92,Pos. Ten.,Moderate,The Fifth Element,91,7,2,1,1,1,Female,20,3,Discrete,NA,NA,NA
4773,93,Pos. Ten.,Moderate,Babylon 5,91,6,2,1,1,1,Female,20,3,Discrete,NA,NA,NA
4774,94,Pos. Ten.,Moderate,Hellraiser,91,2,6,1,1,1,Female,20,3,Discrete,NA,NA,NA
4775,95,Pos. Ten.,Moderate,Oliver Twist,91,4,8,1,1,1,Female,20,3,Discrete,NA,NA,NA
4776,96,Pos. Ten.,High,The Missing,91,2,2,1,3,3,Female,20,3,Discrete,NA,NA,NA
4777,97,Pos. Ten.,High,Shallow Grave,91,1,6,1,1,1,Female,20,3,Discrete,NA,NA,NA
4778,98,Pos. Ten.,High,Naked Lunch,91,1,1,2,2,2,Female,20,3,Discrete,NA,NA,NA
4779,99,Pos. Ten.,High,Dracula,91,7,5,1,5,1,Female,20,3,Discrete,NA,NA,NA
4780,100,Pos. Ten.,High,Cape Fear,91,2,6,1,1,2,Female,20,3,Discrete,NA,NA,NA
4781,101,Neg. Ten.,High,Juha,91,1,1,2,2,2,Female,20,3,Discrete,NA,NA,NA
4782,102,Neg. Ten.,High,Shakespeare In Love,91,1,1,5,2,2,Female,20,3,Discrete,NA,NA,NA
4783,103,Neg. Ten.,High,The Fifth Element,91,1,1,3,2,1,Female,20,3,Discrete,NA,NA,NA
4784,104,Neg. Ten.,High,Crouching Tiger,91,1,2,1,2,1,Female,20,3,Discrete,NA,NA,NA
4785,105,Neg. Ten.,High,Pride & Prejudice,91,1,1,9,1,1,Female,20,3,Discrete,NA,NA,NA
4786,106,Neg. Ten.,Moderate,Lethal weapon 3,91,1,1,4,1,8,Female,20,3,Discrete,NA,NA,NA
4787,107,Neg. Ten.,Moderate,The Godfarher,91,1,1,6,2,2,Female,20,3,Discrete,NA,NA,NA
4788,108,Neg. Ten.,Moderate,Gladiator,91,1,1,1,3,5,Female,20,3,Discrete,NA,NA,NA
4789,109,Neg. Ten.,Moderate,Pride & Prejudice,91,1,2,1,8,5,Female,20,3,Discrete,NA,NA,NA
4790,110,Neg. Ten.,Moderate,Big Fish,91,1,1,1,2,6,Female,20,3,Discrete,NA,NA,NA
4791,51,Pos. Val.,Moderate,Juha,92,1,1,1,1,5,Female,22,2,Discrete,NA,NA,NA
4792,52,Pos. Val.,Moderate,Blanc,92,1,1,1,3,2,Female,22,2,Discrete,NA,NA,NA
4793,53,Pos. Val.,Moderate,Gladiator,92,1,1,7,1,2,Female,22,2,Discrete,NA,NA,NA
4794,54,Pos. Val.,Moderate,Pride & Prejudice,92,1,1,1,1,1,Female,22,2,Discrete,NA,NA,NA
4795,55,Pos. Val.,Moderate,Dances with Wolves,92,1,1,5,1,1,Female,22,2,Discrete,NA,NA,NA
4796,56,Pos. Val.,High,Man of Galilee CD1,92,1,1,2,1,3,Female,22,2,Discrete,NA,NA,NA
4797,57,Pos. Val.,High,Shakespeare In Love,92,1,1,4,1,2,Female,22,2,Discrete,NA,NA,NA
4798,58,Pos. Val.,High,Vertigo OST,92,1,1,1,1,4,Female,22,2,Discrete,NA,NA,NA
4799,59,Pos. Val.,High,Vertigo OST,92,1,1,1,1,5,Female,22,2,Discrete,NA,NA,NA
4800,60,Pos. Val.,High,Outbreak,92,1,1,4,1,1,Female,22,2,Discrete,NA,NA,NA
4801,61,Neg. Val.,High,Juha,92,1,2,1,1,1,Female,22,2,Discrete,NA,NA,NA
4802,62,Neg. Val.,High,Shakespeare In Love,92,1,5,1,7,1,Female,22,2,Discrete,NA,NA,NA
4803,63,Neg. Val.,High,Batman,92,1,4,1,2,1,Female,22,2,Discrete,NA,NA,NA
4804,64,Neg. Val.,High,The Fifth Element,92,1,7,1,1,1,Female,22,2,Discrete,NA,NA,NA
4805,65,Neg. Val.,High,Big Fish,92,1,2,1,4,1,Female,22,2,Discrete,NA,NA,NA
4806,66,Neg. Val.,Moderate,The English Patient,92,1,3,1,1,1,Female,22,2,Discrete,NA,NA,NA
4807,67,Neg. Val.,Moderate,Lethal weapon 3,92,1,3,1,1,1,Female,22,2,Discrete,NA,NA,NA
4808,68,Neg. Val.,Moderate,Road To Perdition,92,8,6,1,1,1,Female,22,2,Discrete,NA,NA,NA
4809,69,Neg. Val.,Moderate,Hellraiser,92,1,7,1,1,1,Female,22,2,Discrete,NA,NA,NA
4810,70,Neg. Val.,Moderate,Grizzle Man,92,1,2,1,1,1,Female,22,2,Discrete,NA,NA,NA
4811,71,Pos. Ene.,Moderate,The Untouchables,92,1,1,3,1,1,Female,22,2,Discrete,NA,NA,NA
4812,72,Pos. Ene.,Moderate,Man of Galilee CD1,92,1,1,7,1,1,Female,22,2,Discrete,NA,NA,NA
4813,73,Pos. Ene.,Moderate,Shine,92,2,1,1,1,1,Female,22,2,Discrete,NA,NA,NA
4814,74,Pos. Ene.,Moderate,Shine,92,1,1,2,1,1,Female,22,2,Discrete,NA,NA,NA
4815,75,Pos. Ene.,Moderate,Batman,92,1,1,5,1,1,Female,22,2,Discrete,NA,NA,NA
4816,76,Pos. Ene.,High,Juha,92,1,1,1,1,1,Female,22,2,Discrete,NA,NA,NA
4817,77,Pos. Ene.,High,Lethal weapon 3,92,1,1,1,1,1,Female,22,2,Discrete,NA,NA,NA
4818,78,Pos. Ene.,High,Crouching Tiger,92,5,1,1,8,1,Female,22,2,Discrete,NA,NA,NA
4819,79,Pos. Ene.,High,Batman,92,1,1,4,1,1,Female,22,2,Discrete,NA,NA,NA
4820,80,Pos. Ene.,High,Oliver Twist,92,1,2,2,1,1,Female,22,2,Discrete,NA,NA,NA
4821,81,Neg. Ene.,High,Juha,92,1,1,1,3,1,Female,22,2,Discrete,NA,NA,NA
4822,82,Neg. Ene.,High,Big Fish,92,1,1,1,4,5,Female,22,2,Discrete,NA,NA,NA
4823,83,Neg. Ene.,High,Big Fish,92,1,1,1,4,5,Female,22,2,Discrete,NA,NA,NA
4824,84,Neg. Ene.,High,Blanc,92,1,1,1,4,2,Female,22,2,Discrete,NA,NA,NA
4825,85,Neg. Ene.,High,Oliver Twist,92,1,2,1,1,1,Female,22,2,Discrete,NA,NA,NA
4826,86,Neg. Ene.,Moderate,Running Scared,92,1,1,1,8,1,Female,22,2,Discrete,NA,NA,NA
4827,87,Neg. Ene.,Moderate,Road To Perdition,92,1,1,1,8,1,Female,22,2,Discrete,NA,NA,NA
4828,88,Neg. Ene.,Moderate,Blanc,92,1,1,1,2,2,Female,22,2,Discrete,NA,NA,NA
4829,89,Neg. Ene.,Moderate,Blanc,92,1,1,1,4,1,Female,22,2,Discrete,NA,NA,NA
4830,90,Neg. Ene.,Moderate,Batman Returns,92,1,1,1,3,1,Female,22,2,Discrete,NA,NA,NA
4831,91,Pos. Ten.,Moderate,The Alien Trilogy,92,1,4,1,6,1,Female,22,2,Discrete,NA,NA,NA
4832,92,Pos. Ten.,Moderate,The Fifth Element,92,5,8,1,1,1,Female,22,2,Discrete,NA,NA,NA
4833,93,Pos. Ten.,Moderate,Babylon 5,92,1,7,1,6,1,Female,22,2,Discrete,NA,NA,NA
4834,94,Pos. Ten.,Moderate,Hellraiser,92,1,4,1,1,1,Female,22,2,Discrete,NA,NA,NA
4835,95,Pos. Ten.,Moderate,Oliver Twist,92,1,7,1,1,1,Female,22,2,Discrete,NA,NA,NA
4836,96,Pos. Ten.,High,The Missing,92,8,6,1,4,1,Female,22,2,Discrete,NA,NA,NA
4837,97,Pos. Ten.,High,Shallow Grave,92,1,6,2,1,1,Female,22,2,Discrete,NA,NA,NA
4838,98,Pos. Ten.,High,Naked Lunch,92,1,3,1,1,1,Female,22,2,Discrete,NA,NA,NA
4839,99,Pos. Ten.,High,Dracula,92,1,1,1,7,1,Female,22,2,Discrete,NA,NA,NA
4840,100,Pos. Ten.,High,Cape Fear,92,1,3,1,1,1,Female,22,2,Discrete,NA,NA,NA
4841,101,Neg. Ten.,High,Juha,92,1,1,1,1,2,Female,22,2,Discrete,NA,NA,NA
4842,102,Neg. Ten.,High,Shakespeare In Love,92,2,1,1,1,1,Female,22,2,Discrete,NA,NA,NA
4843,103,Neg. Ten.,High,The Fifth Element,92,1,1,2,1,4,Female,22,2,Discrete,NA,NA,NA
4844,104,Neg. Ten.,High,Crouching Tiger,92,1,1,4,1,3,Female,22,2,Discrete,NA,NA,NA
4845,105,Neg. Ten.,High,Pride & Prejudice,92,1,1,7,1,1,Female,22,2,Discrete,NA,NA,NA
4846,106,Neg. Ten.,Moderate,Lethal weapon 3,92,1,1,1,1,2,Female,22,2,Discrete,NA,NA,NA
4847,107,Neg. Ten.,Moderate,The Godfarher,92,1,1,2,1,3,Female,22,2,Discrete,NA,NA,NA
4848,108,Neg. Ten.,Moderate,Gladiator,92,1,1,1,4,7,Female,22,2,Discrete,NA,NA,NA
4849,109,Neg. Ten.,Moderate,Pride & Prejudice,92,1,1,1,5,1,Female,22,2,Discrete,NA,NA,NA
4850,110,Neg. Ten.,Moderate,Big Fish,92,1,1,1,2,4,Female,22,2,Discrete,NA,NA,NA
4851,51,Pos. Val.,Moderate,Juha,93,1,1,2,1,7,Male,24,2,Discrete,NA,NA,NA
4852,52,Pos. Val.,Moderate,Blanc,93,1,1,1,2,7,Male,24,2,Discrete,NA,NA,NA
4853,53,Pos. Val.,Moderate,Gladiator,93,1,1,3,2,3,Male,24,2,Discrete,NA,NA,NA
4854,54,Pos. Val.,Moderate,Pride & Prejudice,93,1,1,2,2,8,Male,24,2,Discrete,NA,NA,NA
4855,55,Pos. Val.,Moderate,Dances with Wolves,93,1,1,4,1,2,Male,24,2,Discrete,NA,NA,NA
4856,56,Pos. Val.,High,Man of Galilee CD1,93,1,1,4,1,4,Male,24,2,Discrete,NA,NA,NA
4857,57,Pos. Val.,High,Shakespeare In Love,93,1,1,2,2,1,Male,24,2,Discrete,NA,NA,NA
4858,58,Pos. Val.,High,Vertigo OST,93,1,2,2,2,3,Male,24,2,Discrete,NA,NA,NA
4859,59,Pos. Val.,High,Vertigo OST,93,1,1,2,2,1,Male,24,2,Discrete,NA,NA,NA
4860,60,Pos. Val.,High,Outbreak,93,1,4,2,1,1,Male,24,2,Discrete,NA,NA,NA
4861,61,Neg. Val.,High,Juha,93,1,1,2,1,2,Male,24,2,Discrete,NA,NA,NA
4862,62,Neg. Val.,High,Shakespeare In Love,93,2,5,1,4,1,Male,24,2,Discrete,NA,NA,NA
4863,63,Neg. Val.,High,Batman,93,1,3,1,5,1,Male,24,2,Discrete,NA,NA,NA
4864,64,Neg. Val.,High,The Fifth Element,93,2,5,1,2,1,Male,24,2,Discrete,NA,NA,NA
4865,65,Neg. Val.,High,Big Fish,93,1,6,1,2,1,Male,24,2,Discrete,NA,NA,NA
4866,66,Neg. Val.,Moderate,The English Patient,93,1,8,1,1,1,Male,24,2,Discrete,NA,NA,NA
4867,67,Neg. Val.,Moderate,Lethal weapon 3,93,2,6,1,2,2,Male,24,2,Discrete,NA,NA,NA
4868,68,Neg. Val.,Moderate,Road To Perdition,93,2,7,1,1,1,Male,24,2,Discrete,NA,NA,NA
4869,69,Neg. Val.,Moderate,Hellraiser,93,2,7,1,1,1,Male,24,2,Discrete,NA,NA,NA
4870,70,Neg. Val.,Moderate,Grizzle Man,93,1,5,1,2,1,Male,24,2,Discrete,NA,NA,NA
4871,71,Pos. Ene.,Moderate,The Untouchables,93,1,1,6,1,2,Male,24,2,Discrete,NA,NA,NA
4872,72,Pos. Ene.,Moderate,Man of Galilee CD1,93,1,2,5,1,1,Male,24,2,Discrete,NA,NA,NA
4873,73,Pos. Ene.,Moderate,Shine,93,1,1,8,1,2,Male,24,2,Discrete,NA,NA,NA
4874,74,Pos. Ene.,Moderate,Shine,93,1,1,6,1,2,Male,24,2,Discrete,NA,NA,NA
4875,75,Pos. Ene.,Moderate,Batman,93,1,1,6,1,1,Male,24,2,Discrete,NA,NA,NA
4876,76,Pos. Ene.,High,Juha,93,1,1,4,2,4,Male,24,2,Discrete,NA,NA,NA
4877,77,Pos. Ene.,High,Lethal weapon 3,93,1,2,4,1,2,Male,24,2,Discrete,NA,NA,NA
4878,78,Pos. Ene.,High,Crouching Tiger,93,1,1,2,3,6,Male,24,2,Discrete,NA,NA,NA
4879,79,Pos. Ene.,High,Batman,93,1,1,7,1,1,Male,24,2,Discrete,NA,NA,NA
4880,80,Pos. Ene.,High,Oliver Twist,93,1,3,2,2,3,Male,24,2,Discrete,NA,NA,NA
4881,81,Neg. Ene.,High,Juha,93,1,1,1,6,3,Male,24,2,Discrete,NA,NA,NA
4882,82,Neg. Ene.,High,Big Fish,93,1,1,1,2,4,Male,24,2,Discrete,NA,NA,NA
4883,83,Neg. Ene.,High,Big Fish,93,1,2,1,2,6,Male,24,2,Discrete,NA,NA,NA
4884,84,Neg. Ene.,High,Blanc,93,1,2,1,5,5,Male,24,2,Discrete,NA,NA,NA
4885,85,Neg. Ene.,High,Oliver Twist,93,1,3,1,5,2,Male,24,2,Discrete,NA,NA,NA
4886,86,Neg. Ene.,Moderate,Running Scared,93,3,2,1,4,1,Male,24,2,Discrete,NA,NA,NA
4887,87,Neg. Ene.,Moderate,Road To Perdition,93,1,2,1,6,2,Male,24,2,Discrete,NA,NA,NA
4888,88,Neg. Ene.,Moderate,Blanc,93,1,1,1,6,2,Male,24,2,Discrete,NA,NA,NA
4889,89,Neg. Ene.,Moderate,Blanc,93,1,3,1,2,2,Male,24,2,Discrete,NA,NA,NA
4890,90,Neg. Ene.,Moderate,Batman Returns,93,1,2,1,4,2,Male,24,2,Discrete,NA,NA,NA
4891,91,Pos. Ten.,Moderate,The Alien Trilogy,93,1,6,1,1,1,Male,24,2,Discrete,NA,NA,NA
4892,92,Pos. Ten.,Moderate,The Fifth Element,93,3,5,1,1,1,Male,24,2,Discrete,NA,NA,NA
4893,93,Pos. Ten.,Moderate,Babylon 5,93,5,7,1,1,1,Male,24,2,Discrete,NA,NA,NA
4894,94,Pos. Ten.,Moderate,Hellraiser,93,1,8,1,2,1,Male,24,2,Discrete,NA,NA,NA
4895,95,Pos. Ten.,Moderate,Oliver Twist,93,3,7,1,1,1,Male,24,2,Discrete,NA,NA,NA
4896,96,Pos. Ten.,High,The Missing,93,1,2,1,2,3,Male,24,2,Discrete,NA,NA,NA
4897,97,Pos. Ten.,High,Shallow Grave,93,1,4,1,1,1,Male,24,2,Discrete,NA,NA,NA
4898,98,Pos. Ten.,High,Naked Lunch,93,1,2,1,1,4,Male,24,2,Discrete,NA,NA,NA
4899,99,Pos. Ten.,High,Dracula,93,3,4,1,4,2,Male,24,2,Discrete,NA,NA,NA
4900,100,Pos. Ten.,High,Cape Fear,93,1,6,1,1,2,Male,24,2,Discrete,NA,NA,NA
4901,101,Neg. Ten.,High,Juha,93,1,1,3,1,7,Male,24,2,Discrete,NA,NA,NA
4902,102,Neg. Ten.,High,Shakespeare In Love,93,1,1,3,2,4,Male,24,2,Discrete,NA,NA,NA
4903,103,Neg. Ten.,High,The Fifth Element,93,1,1,1,3,3,Male,24,2,Discrete,NA,NA,NA
4904,104,Neg. Ten.,High,Crouching Tiger,93,1,1,1,4,4,Male,24,2,Discrete,NA,NA,NA
4905,105,Neg. Ten.,High,Pride & Prejudice,93,1,1,7,1,2,Male,24,2,Discrete,NA,NA,NA
4906,106,Neg. Ten.,Moderate,Lethal weapon 3,93,1,1,3,2,9,Male,24,2,Discrete,NA,NA,NA
4907,107,Neg. Ten.,Moderate,The Godfarher,93,1,1,2,2,7,Male,24,2,Discrete,NA,NA,NA
4908,108,Neg. Ten.,Moderate,Gladiator,93,1,2,1,5,6,Male,24,2,Discrete,NA,NA,NA
4909,109,Neg. Ten.,Moderate,Pride & Prejudice,93,1,2,1,8,7,Male,24,2,Discrete,NA,NA,NA
4910,110,Neg. Ten.,Moderate,Big Fish,93,1,1,3,1,5,Male,24,2,Discrete,NA,NA,NA
4911,51,Pos. Val.,Moderate,Juha,94,1,1,3,3,7,Male,29,3,Discrete,NA,NA,NA
4912,52,Pos. Val.,Moderate,Blanc,94,1,2,7,2,4,Male,29,3,Discrete,NA,NA,NA
4913,53,Pos. Val.,Moderate,Gladiator,94,1,1,5,1,8,Male,29,3,Discrete,NA,NA,NA
4914,54,Pos. Val.,Moderate,Pride & Prejudice,94,1,2,1,7,4,Male,29,3,Discrete,NA,NA,NA
4915,55,Pos. Val.,Moderate,Dances with Wolves,94,1,1,7,1,2,Male,29,3,Discrete,NA,NA,NA
4916,56,Pos. Val.,High,Man of Galilee CD1,94,1,1,6,4,9,Male,29,3,Discrete,NA,NA,NA
4917,57,Pos. Val.,High,Shakespeare In Love,94,1,1,4,1,2,Male,29,3,Discrete,NA,NA,NA
4918,58,Pos. Val.,High,Vertigo OST,94,1,1,2,8,5,Male,29,3,Discrete,NA,NA,NA
4919,59,Pos. Val.,High,Vertigo OST,94,1,1,3,1,2,Male,29,3,Discrete,NA,NA,NA
4920,60,Pos. Val.,High,Outbreak,94,1,2,3,1,1,Male,29,3,Discrete,NA,NA,NA
4921,61,Neg. Val.,High,Juha,94,3,4,6,5,4,Male,29,3,Discrete,NA,NA,NA
4922,62,Neg. Val.,High,Shakespeare In Love,94,2,4,1,3,1,Male,29,3,Discrete,NA,NA,NA
4923,63,Neg. Val.,High,Batman,94,1,2,2,2,2,Male,29,3,Discrete,NA,NA,NA
4924,64,Neg. Val.,High,The Fifth Element,94,1,6,1,1,1,Male,29,3,Discrete,NA,NA,NA
4925,65,Neg. Val.,High,Big Fish,94,1,6,3,1,3,Male,29,3,Discrete,NA,NA,NA
4926,66,Neg. Val.,Moderate,The English Patient,94,4,7,1,1,1,Male,29,3,Discrete,NA,NA,NA
4927,67,Neg. Val.,Moderate,Lethal weapon 3,94,1,5,1,1,2,Male,29,3,Discrete,NA,NA,NA
4928,68,Neg. Val.,Moderate,Road To Perdition,94,4,3,1,1,1,Male,29,3,Discrete,NA,NA,NA
4929,69,Neg. Val.,Moderate,Hellraiser,94,7,5,1,1,1,Male,29,3,Discrete,NA,NA,NA
4930,70,Neg. Val.,Moderate,Grizzle Man,94,1,6,1,1,1,Male,29,3,Discrete,NA,NA,NA
4931,71,Pos. Ene.,Moderate,The Untouchables,94,1,1,7,1,2,Male,29,3,Discrete,NA,NA,NA
4932,72,Pos. Ene.,Moderate,Man of Galilee CD1,94,1,1,7,1,1,Male,29,3,Discrete,NA,NA,NA
4933,73,Pos. Ene.,Moderate,Shine,94,1,1,8,1,1,Male,29,3,Discrete,NA,NA,NA
4934,74,Pos. Ene.,Moderate,Shine,94,1,1,6,1,2,Male,29,3,Discrete,NA,NA,NA
4935,75,Pos. Ene.,Moderate,Batman,94,1,1,6,1,1,Male,29,3,Discrete,NA,NA,NA
