binary_responses1,binary_responses2,binary_responses3,binary_responses4,binary_responses6,binary_responses7,binary_responses8,binary_responses9,binary_responses10,binary_responses11,binary_responses12,binary_responses14,binary_responses15,binary_responses16,binary_responses17,binary_responses18,binary_responses19,binary_responses20,binary_responses22,binary_responses23,binary_responses24,binary_responses26,binary_responses27,binary_responses28,binary_responses30,binary_responses31,binary_responses32,binary_responses34,binary_responses35,binary_responses36,binary_responses37,binary_responses38,binary_responses39,binary_responses40,binary_responses41,binary_responses42,binary_responses43,binary_responses44,binary_responses45,binary_responses46,binary_responses47,binary_responses48,binary_responses49,binary_responses50,binary_responses51,binary_responses52,binary_responses53,binary_responses54,binary_responses55,binary_responses56,binary_responses57,binary_responses58,binary_responses59,binary_responses60,binary_responses61,binary_responses62,binary_responses63,binary_responses64,binary_responses65,binary_responses66,binary_responses68,binary_responses69,binary_responses70,binary_responses71,binary_responses72,binary_responses76,binary_responses77,binary_responses78,binary_responses79,binary_responses80,binary_responses84,binary_responses85,binary_responses86,binary_responses87,binary_responses88,binary_responses89,binary_responses90,binary_responses91,binary_responses92,binary_responses93,binary_responses94,binary_responses96,binary_responses97,binary_responses98,binary_responses99,binary_responses100,binary_responses101,binary_responses102,binary_responses103,binary_responses104,binary_responses105,binary_responses106,binary_responses107,binary_responses108,binary_responses109,binary_responses110,binary_responses111,binary_responses112,binary_responses113,binary_responses114,binary_responses115,binary_responses116,binary_responses117,binary_responses118,binary_responses119,binary_responses120,binary_responses122,binary_responses123,binary_responses124,binary_responses125,binary_responses126,binary_responses127,binary_responses128,binary_responses129,binary_responses130,binary_responses131,binary_responses132,binary_responses133,binary_responses134,binary_responses135,binary_responses136,binary_responses137,binary_responses139,binary_responses141,binary_responses142,binary_responses143,binary_responses144,binary_responses145,binary_responses146,binary_responses147,binary_responses149,binary_responses150,binary_responses151,binary_responses153,binary_responses154,binary_responses155,binary_responses156,binary_responses157,binary_responses158,binary_responses159,binary_responses160,binary_responses161,binary_responses162,binary_responses163,binary_responses164,binary_responses165,binary_responses166,binary_responses167,binary_responses168,binary_responses169,binary_responses170,binary_responses171,binary_responses172,binary_responses173,binary_responses174,binary_responses175,binary_responses177,binary_responses178,binary_responses180,binary_responses181,binary_responses182,binary_responses183,binary_responses184,binary_responses185,binary_responses186,binary_responses188,binary_responses189,binary_responses190,binary_responses191,binary_responses193,binary_responses194,binary_responses196,binary_responses197,binary_responses198,binary_responses199,binary_responses200,binary_responses201,binary_responses202,binary_responses203,binary_responses204,binary_responses205,binary_responses206,binary_responses207,binary_responses209,binary_responses210,binary_responses211,binary_responses212,binary_responses213,binary_responses214,binary_responses215,binary_responses216,binary_responses217,binary_responses218,binary_responses219,binary_responses220,binary_responses221,binary_responses222,binary_responses223,binary_responses224,binary_responses225,binary_responses226,binary_responses227,binary_responses228,binary_responses229,binary_responses230,binary_responses231,binary_responses233,binary_responses234,binary_responses235,binary_responses236,binary_responses237,binary_responses238,binary_responses239,binary_responses240,binary_responses241,binary_responses242,binary_responses243,binary_responses244,binary_responses245,binary_responses246,binary_responses247,binary_responses248,binary_responses249,binary_responses250,binary_responses251,binary_responses252,binary_responses253,binary_responses254,binary_responses255,binary_responses256,binary_responses257,binary_responses259,binary_responses260,binary_responses262,binary_responses263,binary_responses264,binary_responses265,binary_responses266,binary_responses267,binary_responses272,binary_responses273,binary_responses274,binary_responses275,binary_responses276,binary_responses277,binary_responses278,binary_responses279,binary_responses280,binary_responses281,binary_responses282,binary_responses283,binary_responses285,binary_responses286,binary_responses287,binary_responses288,binary_responses289,binary_responses290,binary_responses291,binary_responses292,binary_responses293,binary_responses294,binary_responses295,binary_responses296,binary_responses297,binary_responses298,binary_responses299,binary_responses300,binary_responses301,binary_responses302,binary_responses303,binary_responses304,binary_responses305,binary_responses306,binary_responses307,binary_responses308,binary_responses309,binary_responses310,binary_responses311,binary_responses312,binary_responses313,binary_responses314,binary_responses316,binary_responses317,binary_responses318,binary_responses319,binary_responses320,binary_responses321,binary_responses322,binary_responses323,binary_responses324,binary_responses325,binary_responses326,binary_responses327,binary_responses328,binary_responses329,binary_responses330,binary_responses331,binary_responses332,binary_responses333,binary_responses334,binary_responses335,binary_responses336,binary_responses337,binary_responses339,binary_responses342,binary_responses343,binary_responses344,binary_responses345,binary_responses346,binary_responses347,binary_responses348,binary_responses349,binary_responses351,binary_responses352,binary_responses353,binary_responses354,binary_responses355,binary_responses356,binary_responses357,binary_responses358,binary_responses359,binary_responses360,binary_responses361,binary_responses362,binary_responses363,binary_responses364,binary_responses365,binary_responses366,binary_responses367,binary_responses368,binary_responses369,binary_responses370,binary_responses371,binary_responses373,binary_responses374,binary_responses375,binary_responses377,binary_responses378,binary_responses379,binary_responses380,binary_responses384,binary_responses385,binary_responses386,binary_responses387,binary_responses388,binary_responses389,binary_responses390,binary_responses391,binary_responses392,binary_responses393,binary_responses394,binary_responses395,binary_responses396,binary_responses397,binary_responses398,binary_responses399,binary_responses400,binary_responses401,binary_responses402,binary_responses403,binary_responses404,secondary_binary_responses7,secondary_binary_responses8,secondary_binary_responses9,secondary_binary_responses11,secondary_binary_responses14,secondary_binary_responses17,secondary_binary_responses18,secondary_binary_responses19,secondary_binary_responses20,secondary_binary_responses23,secondary_binary_responses24,secondary_binary_responses25,secondary_binary_responses29,secondary_binary_responses31,secondary_binary_responses32,secondary_binary_responses33,secondary_binary_responses34,secondary_binary_responses35,secondary_binary_responses36,secondary_binary_responses37,secondary_binary_responses38,secondary_binary_responses39,secondary_binary_responses40,secondary_binary_responses41,secondary_binary_responses42,secondary_binary_responses49,secondary_binary_responses50,secondary_binary_responses51,secondary_binary_responses52,secondary_binary_responses53,secondary_binary_responses55,secondary_binary_responses56,secondary_binary_responses57,secondary_binary_responses67,secondary_binary_responses68,secondary_binary_responses69,secondary_binary_responses72,secondary_binary_responses73,secondary_binary_responses74,secondary_binary_responses75,secondary_binary_responses79,secondary_binary_responses80,secondary_binary_responses82,secondary_binary_responses83,secondary_binary_responses85,secondary_binary_responses86,secondary_binary_responses87,secondary_binary_responses88,secondary_binary_responses89,secondary_binary_responses90,secondary_binary_responses91,secondary_binary_responses92,secondary_binary_responses93,secondary_binary_responses94,secondary_binary_responses95,secondary_binary_responses96,secondary_binary_responses103,secondary_binary_responses105,secondary_binary_responses106,secondary_binary_responses111,secondary_binary_responses114,secondary_binary_responses116,secondary_binary_responses120,secondary_binary_responses123,secondary_binary_responses124,secondary_binary_responses125,secondary_binary_responses127,secondary_binary_responses128,secondary_binary_responses132,secondary_binary_responses134,secondary_binary_responses135,secondary_binary_responses136,secondary_binary_responses137,secondary_binary_responses138,secondary_binary_responses144,secondary_binary_responses147,secondary_binary_responses148,secondary_binary_responses149,secondary_binary_responses151,secondary_binary_responses152,secondary_binary_responses153,secondary_binary_responses156,secondary_binary_responses160,secondary_binary_responses161,secondary_binary_responses162,secondary_binary_responses167,secondary_binary_responses168,secondary_binary_responses169,secondary_binary_responses170,secondary_binary_responses171,secondary_binary_responses172,secondary_binary_responses178,secondary_binary_responses180,secondary_binary_responses181,secondary_binary_responses182,secondary_binary_responses183,secondary_binary_responses187,secondary_binary_responses188,secondary_binary_responses189,secondary_binary_responses191,secondary_binary_responses194,secondary_binary_responses202,secondary_binary_responses203,secondary_binary_responses204,secondary_binary_responses205,secondary_binary_responses206,secondary_binary_responses207,secondary_binary_responses208,secondary_binary_responses209,secondary_binary_responses210,secondary_binary_responses211,secondary_binary_responses212,secondary_binary_responses217,secondary_binary_responses226,secondary_binary_responses227,secondary_binary_responses228,secondary_binary_responses229,secondary_binary_responses230,secondary_binary_responses232,secondary_binary_responses234,secondary_binary_responses235,secondary_binary_responses236,secondary_binary_responses237,secondary_binary_responses238,secondary_binary_responses239,secondary_binary_responses240,secondary_binary_responses244,secondary_binary_responses245,secondary_binary_responses246,secondary_binary_responses247,secondary_binary_responses248,secondary_binary_responses249,secondary_binary_responses251,secondary_binary_responses260,secondary_binary_responses262,secondary_binary_responses263,secondary_binary_responses264,secondary_binary_responses266,secondary_binary_responses267,secondary_binary_responses268,secondary_binary_responses269,secondary_binary_responses270,secondary_binary_responses272,secondary_binary_responses273,secondary_binary_responses274,secondary_binary_responses276,secondary_binary_responses277,secondary_binary_responses278,secondary_binary_responses280,secondary_binary_responses281,secondary_binary_responses283,secondary_binary_responses284,secondary_binary_responses285,secondary_binary_responses291,secondary_binary_responses294,secondary_binary_responses297,secondary_binary_responses299,secondary_binary_responses301,secondary_binary_responses302,secondary_binary_responses303,third_binary_responses9,third_binary_responses10,third_binary_responses11,third_binary_responses12,third_binary_responses15,third_binary_responses16,third_binary_responses51,third_binary_responses52,third_binary_responses53,third_binary_responses54,third_binary_responses55,third_binary_responses56,third_binary_responses69,third_binary_responses70,third_binary_responses75,third_binary_responses77,third_binary_responses78,third_binary_responses79,third_binary_responses80,third_binary_responses83,third_binary_responses84,third_binary_responses85,third_binary_responses86,third_binary_responses89,third_binary_responses90,third_binary_responses95,third_binary_responses99,third_binary_responses100,third_binary_responses119,third_binary_responses120,third_binary_responses125,third_binary_responses126,third_binary_responses141,third_binary_responses142,third_binary_responses153,third_binary_responses154,third_binary_responses181,third_binary_responses182,third_binary_responses183,third_binary_responses184,third_binary_responses185,third_binary_responses187,third_binary_responses188,third_binary_responses193,third_binary_responses194,third_binary_responses195,third_binary_responses196,third_binary_responses201,third_binary_responses202,Participant,Age,Gender
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fi,30,Male
0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fi,42,Female
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fi,24,Male
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fi,27,Male
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fi,24,Male
