"ML","WLE","MAP","EAP"
-2.07822242533763,-2.04723403163913,-1.76310502745013,-1.79239513715997
0.0441969308686332,0.0510028287894054,0.0397856508070462,0.0234217453026166
0.962996204494738,0.959532932653377,0.880089861128462,0.875526437015378
0.209381599185384,0.213372165023801,0.19247535051113,0.181720843982043
-0.719640105059656,-0.703846348402846,-0.633846603940975,-0.658990843799668
0.665062084906224,0.664688702319943,0.599124155833377,0.587926497972823
-1.49929589864225,-1.47690481089981,-1.29675921338449,-1.32407751670736
0.701139782314987,0.700433203313941,0.640214472522181,0.633104575586072
0.528443805370536,0.529513401941605,0.484072641517155,0.475449909367287
-0.785286868899014,-0.772165926526924,-0.707425656999315,-0.728536854129694
-0.0955517335415569,-0.0885307231144252,-0.0872888786135353,-0.100599257559907
-0.13466141687476,-0.127150613560891,-0.122765450881478,-0.13761352410816
-0.190171826889337,-0.182090542447079,-0.173121679013001,-0.188622778110862
-1.48870382044414,-1.46855461607725,-1.30399438725456,-1.32918979841192
0.217864377423074,0.222196557649976,0.198541438931661,0.186865810181119
-0.493730442785496,-0.481902104638822,-0.443267685205612,-0.462634369687468
0.372841822847788,0.375498709365375,0.340985858183455,0.330402335271349
-1.77706466863361,-1.75137010276804,-1.52543143832944,-1.55572487053688
0.83504168795113,0.832913813735415,0.762588322774713,0.756473582086832
-0.267000883926301,-0.25731911578336,-0.24059070798476,-0.259372771462143
-0.424281984132453,-0.414247472343549,-0.38540972950937,-0.404121374874647
-0.0757716201429798,-0.0685493405596525,-0.0688988299618337,-0.0835343493994331
-0.810080484717376,-0.79243404201742,-0.706916806796902,-0.73316959362443
0.34255258533382,0.34560954503902,0.312346925813596,0.300527878526897
1.18561308411191,1.17944569785307,1.07775572437294,1.07557391114718
-0.919239635201184,-0.903395285146758,-0.815795606720963,-0.840107841188904
-0.423764459682288,-0.41435947105461,-0.387120170832895,-0.403126761849074
-0.0120076224881193,-0.0052507370371319,-0.0109028590827137,-0.0247748924841895
0.48442799353138,0.485979739043163,0.442695140676562,0.433504921747245
-1.064148508576,-1.04675017628559,-0.938429484350572,-0.963208879412897
-0.859445231449927,-0.846023007722662,-0.774374662095996,-0.795218253797578
0.193523969263338,0.198189145033558,0.176022980303575,0.162139319557243
0.733059305734501,0.732024582110935,0.669993058043323,0.663601204239068
-2.50513035223644,-2.45215143350388,-2.02776906528056,-2.06583331190347
-0.48446999776325,-0.474204727950515,-0.440679738184166,-0.458493151869491
-0.53962277120537,-0.527162215907989,-0.48320775715329,-0.50375769744091
0.207278106947314,0.211481928954165,0.189786707292175,0.178360754287229
-1.67897633260034,-1.65724690084255,-1.46651639820041,-1.49419101527492
-1.01515825203325,-1.00233532246119,-0.922163236111173,-0.940842589808207
-1.57351126245613,-1.55404885032171,-1.3866394130723,-1.41032062605251
0.650705604211426,0.650532935307544,0.59419741028548,0.587015660072326
0.564112278819546,0.564820967525889,0.516889458403631,0.508675722874674
-1.03888721953232,-1.02251519544644,-0.922092609354009,-0.947731982988609
2.18380705705787,2.16209217075582,1.93368314460196,1.94264828036262
-1.10449995431009,-1.08875449288784,-0.985875865255864,-1.00966610455278
1.57315905471889,1.56136516110219,1.41304636031706,1.41538210670647
-0.38755342931835,-0.377473671286204,-0.351049409425774,-0.368399741150732
-0.606505484253507,-0.592034174814366,-0.53642233192976,-0.560512645432129
0.644464162593444,0.644348884835392,0.584305395168632,0.574845302771024
-0.219725563615276,-0.210901266744778,-0.198938461580513,-0.215683995822581
-0.425999819215045,-0.416433813926596,-0.388643223451318,-0.405165303961438
0.866720984072404,0.864255408462409,0.791588756166376,0.786623019116155
-0.834454474015526,-0.818200518797408,-0.736096512522539,-0.760193662216245
-1.03028213512403,-1.01525257941324,-0.922206221093692,-0.944115756286177
0.906545772897813,0.903646663254575,0.827643159424358,0.822071462689128
0.154581181278537,0.1596572244163,0.140544188381157,0.127800631117016
-0.176011191912577,-0.168716063967124,-0.161467079002311,-0.175550578975008
0.187508029773875,0.191936509283802,0.17154986105013,0.160532090449912
-0.336931368533735,-0.327250483146104,-0.305280245956094,-0.323103584660768
1.07657890804398,1.07210761053601,0.987379206861958,0.983800422030927
-1.09085859041127,-1.06918050846498,-0.937640229764736,-0.970468026221711
-2.50291888254207,-2.45798544477065,-2.08457138374221,-2.1221634817938
-0.704950927963193,-0.69308083339817,-0.639172798124554,-0.657869244326003
-0.752233551123228,-0.740081703920562,-0.681758910321085,-0.700970963032427
-1.04857563564292,-1.03363258835744,-0.939775995972277,-0.963035746515773
0.548333172375746,0.549179038428427,0.50349289852516,0.495759689551659
0.00948673003930023,0.0155670727527019,0.00867250199037671,-0.00307990785277513
