"items.a","items.b","items.g","items.u","means","F1"
0.267343840861158,5.59677201506753,0.5,1,0,1
-0.449562419561926,5.73524138664187,0.5,1,0,1
-0.63778786834822,3.34901174463379,0.5,1,0,1
-1.68751601595221,2.5581682682634,0.5,1,0,1
0.287819455195808,-6.58446477625741,0.5,1,0,1
-0.10646307615172,14.0179355012204,0.5,1,0,1
0.186745795130254,-10.7216889758391,0.5,1,0,1
2.24345169406232,-0.0166393117710339,0.5,1,0,1
1.61532062071486,-1.1759636524104,0.5,1,0,1
3.87684401033856,-0.772789325600911,0.5,1,0,1
2.67388632766661,-1.26011164593192,0.5,1,0,1
1.13102480620047,-1.67367452109929,0.5,1,0,1
1.23283369624559,-0.653365366563275,0.5,1,0,1
1.2978493539071,-1.5310985190985,0.5,1,0,1
0.380443832456191,2.38882481045412,0.5,1,0,1
0.75763876343348,-2.9119170183947,0.5,1,0,1
0.78075121966122,-0.560412135842427,0.5,1,0,1
0.762592760454592,-3.65785254997115,0.5,1,0,1
1.70445065729118,1.65331055892928,0.5,1,0,1
1.56748316136688,0.496958374564966,0.5,1,0,1
1.39792394543369,0.156354537005642,0.5,1,0,1
5.55576883781309,0.165986511403563,0.5,1,0,1
3.81343944162614,0.0814736289031462,0.5,1,0,1
4.67574220177659,-0.110309480151993,0.5,1,0,1
1.82582153220636,0.96474363085048,0.5,1,0,1
1.73751983665021,0.139880828586615,0.5,1,0,1
1.10972526163548,-0.433662280257597,0.5,1,0,1
0.917278869320501,-0.169271740199436,0.5,1,0,1
0.275263435897989,-2.33373771337636,0.5,1,0,1
0.394162533625711,-2.63828469247906,0.5,1,0,1
16.1697471777534,1.39322214703608,0.5,1,0,1
2.75064399382263,-1.67686995427334,0.5,1,0,1
1.083461907294,-1.08153679414651,0.5,1,0,1
2.75064399382263,-1.67686995427334,0.5,1,0,1
0.0570833416324249,-15.7622369709494,0.5,1,0,1
-19.2105448784657,2.32154833043914,0.5,1,0,1
-0.089342523895335,25.6596735939606,0.5,1,0,1
-19.2105448784657,2.32154833043914,0.5,1,0,1
0.11621430113419,-3.11867192168138,0.5,1,0,1
0.66443316342174,-3.01197535095239,0.5,1,0,1
0.641592690652648,-2.52748028505102,0.5,1,0,1
0.557159457250284,-3.77116049405664,0.5,1,0,1
0.507059967069058,-0.318036449232699,0.5,1,0,1
1.45124617503501,-1.69686958764374,0.5,1,0,1
0.869096795969883,-2.42810272371142,0.5,1,0,1
1.17919054852413,-2.43430184215084,0.5,1,0,1
0.177850895237127,-1.32585701812888,0.5,1,0,1
1.64543626143237,-2.84460410122563,0.5,1,0,1
1.11235463600093,-2.8536986216821,0.5,1,0,1
14.2178790199826,-2.71034206176372,0.5,1,0,1
0.32940336660318,-4.31978038568869,0.5,1,0,1
